2231.82,10,10,0,
2232.23,9.99999,9.99906,-0.000156192,
2232.55,9.99999,9.99907,-0.000153437,
2232.98,9.99999,9.99907,-0.00015337,
2233.39,9.99999,9.99907,-0.000153332,
2233.8,9.99999,9.99907,-0.000153385,
2234.21,9.99999,9.99907,-0.000153415,
2234.62,9.99999,9.99907,-0.000153356,
2235.03,9.99999,9.99907,-0.000153352,
2235.46,9.99999,9.99907,-0.000153356,
2235.88,10.0005,9.99959,-0.000342761,
2236.3,10.2497,9.99978,-0.00207807,
2236.72,10.5529,9.99976,0.000321754,
2237.14,10.8628,10.0004,-0.000868606,
2237.56,11.2015,9.99855,-0.000278991,
2237.96,11.4759,9.99892,-0.00163153,
2238.37,11.7776,10.0001,0.000428803,
2238.78,12.076,9.99486,-0.0025618,
2239.19,12.7911,9.9965,-0.00569032,
2239.6,13.0609,9.99394,-0.00386837,
2240.03,13.6979,9.99203,0.002461,
2240.44,14.1052,9.99375,0.00403664,
2240.85,14.5117,9.9941,0.0048103,
2241.27,14.9307,9.98746,0.0117804,
2241.68,15.3559,9.99306,0.0130715,
2242.1,15.77,9.99025,0.0174826,
2242.52,16.202,9.98761,0.0210047,
2242.94,16.6322,9.99344,0.0266953,
2243.36,17.0616,9.98752,0.0323648,
2243.8,17.5108,9.98948,0.0383085,
2244.22,17.9433,9.98841,0.0459703,
2244.64,18.3682,9.99098,0.0502828,
2245.07,18.799,9.98709,0.0586362,
2245.57,19.3306,9.98407,0.0690724,
2246.02,19.7937,9.98566,0.0771793,
2246.46,20.2491,9.98358,0.087575,
2246.9,20.7031,9.98091,0.0929918,
2247.32,21.1328,9.9843,0.107726,
2247.74,21.5652,9.97927,0.116555,
2248.17,22.0087,9.97992,0.122492,
2248.64,22.4887,9.98074,0.134163,
2249.06,22.9347,9.97552,0.144632,
2249.49,23.3692,9.97481,0.154283,
2249.92,23.8011,9.97227,0.166515,
2250.34,24.2259,9.97183,0.175081,
2250.77,24.6711,9.96806,0.186527,
2251.2,25.1005,9.96409,0.200275,
2251.62,25.5476,9.96319,0.216193,
2252.07,26.0162,9.96081,0.231967,
2252.51,26.463,9.95798,0.24365,
2252.94,26.8846,9.95763,0.259218,
2253.36,27.3181,9.96005,0.275322,
2253.81,27.809,9.95773,0.295143,
2254.25,28.2599,9.95702,0.308092,
2254.7,28.7072,9.95306,0.333716,
2255.13,29.1706,9.94482,0.354088,
2255.57,29.6194,9.94531,0.37154,
2256.01,30.0901,9.94673,0.39425,
2256.43,30.5248,9.94651,0.414171,
2256.85,30.9564,9.9414,0.4333,
2257.27,31.3967,9.94578,0.452347,
2257.69,31.8433,9.93915,0.470862,
2258.13,32.2898,9.94194,0.494669,
2258.55,32.7198,9.94344,0.515326,
2258.97,33.1568,9.94093,0.534403,
2259.42,33.626,9.8801,0.551406,
2259.83,33.8604,9.78279,0.559268,
2260.26,33.7886,9.74071,0.546065,
2260.69,34.0401,9.48267,0.566859,
2261.13,34.284,9.20819,0.568229,
2261.54,34.4245,8.88654,0.582776,
2261.96,34.4958,8.56456,0.587121,
2262.37,34.5626,8.14569,0.599023,
2262.78,34.5488,7.72175,0.627438,
2263.18,34.5243,7.31452,0.615476,
2263.6,34.5387,6.88378,0.62391,
2264.08,34.5726,6.40558,0.629795,
2264.49,34.6885,6.02611,0.639154,
2264.91,34.7433,5.63959,0.644158,
2265.36,34.8545,5.20942,0.650314,
2265.78,35.0022,4.85894,0.669675,
2266.2,35.1368,4.43359,0.689049,
2266.61,35.2774,4.00662,0.693164,
2267.03,35.4113,3.59547,0.702412,
2267.45,35.5298,3.17931,0.712337,
2267.9,35.6675,2.7523,0.737852,
2268.34,35.7953,2.33417,0.732381,
2268.77,35.9164,1.86265,0.750277,
2269.2,36.0428,1.45156,0.760059,
2269.64,36.1614,1.04125,0.764315,
2270.06,36.2832,0.664718,0.778739,
2270.49,36.4051,0.240072,0.788593,
2270.98,36.5437,-0.277484,0.797555,
2271.41,36.6624,-0.702962,0.812064,
2271.84,36.7856,-1.12175,0.814971,
2272.33,36.9238,-1.61572,0.82196,
2272.76,37.0436,-1.98879,0.830498,
2273.2,37.1624,-2.43349,0.837525,
2273.63,37.2872,-2.85316,0.849805,
2274.05,37.4034,-3.27959,0.864952,
2274.48,37.5341,-3.70445,0.875558,
2274.9,37.6475,-4.13618,0.883406,
2275.33,37.7694,-4.55617,0.890965,
2275.74,37.8717,-4.9674,0.894885,
2276.16,37.9058,-5.30791,0.896533,
2276.58,38.0278,-5.76724,0.907743,
2277.01,38.0819,-6.20731,0.921338,
2277.43,38.1405,-6.63763,0.930906,
2277.85,38.1967,-7.09373,0.939395,
2278.28,38.254,-7.52329,0.949356,
2278.73,38.3163,-7.99624,0.955007,
2279.14,38.368,-8.42062,0.962509,
2279.55,38.4256,-8.84517,0.972999,
2279.99,38.4886,-9.28888,0.980709,
2280.44,38.5464,-9.75842,0.996049,
2280.86,38.6066,-10.206,1.00623,
2281.28,38.6576,-10.628,1.01316,
2281.7,38.7171,-11.0543,1.02301,
2282.14,38.7736,-11.4938,1.03366,
2282.56,38.8336,-11.9365,1.04646,
2282.97,38.8903,-12.3524,1.05248,
2283.39,38.9455,-12.7865,1.06444,
2283.84,39.0054,-13.2377,1.0756,
2284.26,39.0646,-13.6756,1.08515,
2284.68,39.1156,-14.085,1.09325,
2285.1,39.1726,-14.5107,1.10252,
2285.52,39.233,-14.9433,1.11119,
2285.94,39.2889,-15.373,1.12181,
2286.37,39.3503,-15.812,1.13437,
2286.79,39.4066,-16.229,1.14326,
2287.23,39.4664,-16.6778,1.15275,
2287.64,39.5185,-17.1085,1.16345,
2288.06,39.5812,-17.5299,1.17285,
2288.47,39.6225,-17.9677,1.18266,
2288.89,39.5774,-18.4297,1.19247,
2289.31,39.5588,-18.818,1.20176,
2289.74,39.5483,-19.2049,1.20467,
2290.15,39.4804,-19.6329,1.20855,
2290.56,39.4241,-20.0409,1.21267,
2290.97,39.3647,-20.4649,1.21614,
2291.39,39.3038,-20.8876,1.22304,
2291.8,39.2473,-21.3168,1.22917,
2292.23,39.1907,-21.7452,1.23471,
2292.65,39.1262,-22.1715,1.24253,
2293.07,39.0648,-22.6093,1.25056,
2293.5,38.9961,-23.0377,1.25408,
2293.92,38.9387,-23.4758,1.26016,
2294.34,38.8744,-23.9015,1.26507,
2294.75,38.8199,-24.3304,1.272,
2295.16,38.7627,-24.7541,1.27804,
2295.57,38.7053,-25.1667,1.28637,
2295.98,38.6427,-25.5843,1.29409,
2296.39,38.5856,-26.0036,1.29908,
2296.8,38.5343,-26.3889,1.30715,
2297.22,38.5201,-26.4565,1.30742,
2297.63,38.5198,-26.4557,1.30717,
2298.05,38.4635,-26.8333,1.31861,
2298.46,38.4175,-27.2627,1.32289,
2298.87,38.465,-27.6403,1.31095,
2299.29,38.4615,-28.0576,1.34566,
2299.7,38.5259,-28.465,1.36434,
2300.12,38.5941,-28.8906,1.36593,
2300.53,38.6513,-29.3192,1.38143,
2300.97,38.719,-29.761,1.38531,
2301.38,38.788,-30.1999,1.38704,
2301.8,38.8482,-30.618,1.40576,
2302.22,38.9158,-31.0353,1.41486,
2302.63,38.9791,-31.4558,1.42594,
2303.06,39.0389,-31.9119,1.44006,
2303.5,39.1059,-32.3394,1.45158,
2303.93,39.172,-32.7826,1.45879,
2304.35,39.2121,-33.2271,1.47356,
2304.76,39.2058,-33.5451,1.48037,
2305.17,39.1359,-33.808,1.48475,
2305.57,39.0025,-34.0315,1.48742,
2305.98,38.8019,-34.3969,1.48114,
2306.41,38.674,-34.7186,1.48913,
2306.81,38.5701,-35.1228,1.49222,
2307.21,38.492,-35.5353,1.49766,
2307.61,38.4077,-35.956,1.50206,
2308.02,38.3825,-36.3578,1.50856,
2308.42,38.3328,-36.7582,1.51784,
2308.88,38.2966,-37.2198,1.52804,
2309.3,38.2706,-37.6416,1.53319,
2309.7,38.2476,-38.0433,1.53539,
2310.1,38.214,-38.4375,1.53958,
2310.5,38.1795,-38.8458,1.5471,
2310.91,38.1475,-39.2688,1.55331,
2311.31,38.1039,-39.699,1.56838,
2311.73,38.0676,-40.1305,1.57951,
2312.16,38.0397,-40.5693,1.58559,
2312.57,38.0045,-40.9859,1.5918,
2312.97,37.9754,-41.4114,1.5999,
2313.38,37.9395,-41.8237,1.60788,
2313.78,37.897,-42.2461,1.61772,
2314.18,37.7995,-42.6132,1.62372,
2314.6,37.6565,-42.9989,1.62588,
2315.05,37.5043,-43.2901,1.62619,
2315.46,37.3369,-43.4152,1.62618,
2315.88,37.0125,-43.7015,1.61656,
2316.31,36.64,-43.9473,1.60936,
2316.72,36.3019,-44.1184,1.60378,
2317.12,36.0511,-44.2386,1.59768,
2317.52,35.8405,-44.2405,1.58891,
2317.93,35.4695,-44.2667,1.57693,
2318.33,35.0545,-44.2272,1.55884,
2318.74,34.6377,-44.189,1.54392,
2319.15,34.2221,-44.1381,1.52685,
2319.56,33.8034,-44.1022,1.51303,
2319.96,33.3928,-44.0534,1.49816,
2320.39,32.9497,-44.0082,1.47948,
2320.81,32.521,-43.964,1.46687,
2321.26,32.0591,-43.9547,1.45154,
2321.68,31.6165,-43.93,1.43416,
2322.11,31.1709,-43.9186,1.41744,
2322.56,30.7152,-43.9133,1.40043,
2322.99,30.2828,-43.9112,1.38361,
2323.4,29.857,-43.9114,1.36699,
2323.81,29.4312,-43.9079,1.35187,
2324.22,29.0111,-43.9052,1.33679,
2324.62,28.5958,-43.9,1.32327,
2325.03,28.1899,-43.8948,1.30636,
2325.43,27.7695,-43.8715,1.28621,
2325.84,27.3718,-43.8941,1.27327,
2326.24,26.946,-43.8795,1.25915,
2326.64,26.5316,-43.8766,1.24278,
2327.05,26.1106,-43.8721,1.22974,
2327.45,25.694,-43.863,1.21445,
2327.85,25.2792,-43.8603,1.20123,
2328.26,24.8643,-43.8557,1.1838,
2328.66,24.4408,-43.8505,1.16943,
2329.07,24.0283,-43.8424,1.1573,
2329.48,23.596,-43.8361,1.14035,
2329.89,23.1826,-43.8319,1.12417,
2330.29,22.7596,-43.8234,1.11062,
2330.7,22.338,-43.8374,1.09475,
2331.11,21.9171,-43.8236,1.08158,
2331.51,21.5112,-43.8201,1.0702,
2331.92,21.0926,-43.8188,1.05379,
2332.33,20.661,-43.8163,1.03868,
2332.74,20.2387,-43.8141,1.02444,
2333.15,19.8188,-43.814,1.00805,
2333.57,19.389,-43.8093,0.993065,
2333.97,18.9801,-43.8041,0.980994,
2334.38,18.5618,-43.7944,0.967191,
